COUNT,F7,AF7,AF8,F8,MARKER
0,233906.71382,-375054.66368,-60752.70807,132711.97764,emotionalRecognitionStart
2,251971.07396,-375054.66368,-87791.75122,182592.91269
4,228918.24028,-335999.6739,24809.22132,143920.81935
6,243986.0468,-371812.02622,-32055.59457,139909.92996
8,274505.80816,-375054.66368,-178839.95529,161700.8686
10,280917.66926,-375054.66368,-125987.23596,170501.40616
12,271491.68351,-12016.57257,265270.10817,211610.28392
14,277254.44483,-57835.604119999996,217403.53746,210024.73319
16,304304.48664,-375054.66368,-208397.06564,176483.42532
18,315482.34432,-375054.66368,-198795.95082,172004.55636
20,279394.08659,-275388.92008,218623.80749,211069.78472999998
22,298182.6146,-354474.15887,52152.4266,217307.90277
24,299750.99669,-375054.66368,-375054.66368,154519.72724
26,307648.57109,-375054.66368,-375054.66368,150788.63303
28,325616.40234,-340094.70751,155299.87203,201703.93393
30,335201.42156,-352810.45506,143685.33178,214185.26695
32,327156.66184,-375054.66368,-375054.66368,153992.59634
34,339111.84758,-375054.66368,-289959.5514,174584.36807
36,364392.66998,-148857.51871,317687.57565,294354.67853
38,360156.21864,-246518.51062,179280.34879,269695.28042
40,322312.86986,-375054.66368,-375054.66368,210276.80817
42,322176.63849,-375054.66368,-375054.66368,209369.41872
44,363497.84404,-375054.66368,-23072.64021,225271.29029
46,358533.91629,-375054.66368,-155866.12418,235753.1474
48,313661.17189,-317221.11622,-375054.66368,261883.41509
50,322928.66069,-335334.16555,-375054.66368,268746.40009
52,362329.34819,-248845.30844,125185.04914,310994.84633
54,368607.03458,-243552.67277,118777.43549,326080.49214
56,325462.77878,-272466.54035,-375054.66368,285474.73601
58,329734.59573,-222331.51837,-375054.66368,298212.43617
60,374503.74706,-375054.66368,132951.84679,337868.28364
62,364462.55170999997,-320068.24902,-42644.66626,332374.94478
64,315340.92659,-214161.88362,-375054.66368,283251.53126
66,315541.76391,-220484.32472,-375054.66368,291803.25767
68,322048.54434,-211000.52894,64457.11041,340306.81175
70,323555.04779,-202590.26497,106170.19911,334849.19617999997
72,324435.65595,-187868.55856,-362230.89677,290792.85638
74,325704.97285,-162859.17057,-181715.83662,305725.28102
76,362114.91903,-32038.11296,345103.43468,375054.61897
78,359626.13688,-34884.61982,287535.55404,369874.56308
80,375054.61897,105109.90146,-86633.49395999999,271333.32069
82,375054.61897,161935.86436,-68170.94656,263038.05084
84,308217.86352,13414.16246,324860.80334,339432.73125
86,337442.59973,103333.43903,375054.61897,328818.30899
88,375054.61897,289611.03695,204641.60448,266046.13964
90,375054.61897,330925.89368,344324.40764,265213.50531
92,246787.70953,375054.61897,375054.61897,375054.61897
94,251098.33476,375054.61897,375054.61897,375054.61897
96,375054.61897,352132.65146,375054.61897,275134.83315
98,375054.61897,351102.30951,375054.61897,303197.33291
100,375054.61897,375054.61897,375054.61897,375054.61897
102,375054.61897,375054.61897,375054.61897,375054.61897
104,375054.61897,346086.42874,327302.14818,273907.14126
106,375054.61897,344465.55711,352598.39553,281117.65709
108,375054.61897,375054.61897,375054.61897,375054.61897
110,375054.61897,375054.61897,375054.61897,375054.61897
112,375054.61897,335231.15371,317373.57732,304607.17334
114,375054.61897,325209.63076,315652.77884,288541.66317
116,375054.61897,343015.07529,375054.61897,375054.61897
118,375054.61897,339174.84397,375054.61897,375054.61897
120,375054.61897,326431.19738,316303.08579,302600.00731
122,375054.61897,326473.94014,317219.37253,296777.87111
124,375054.61897,323116.75566,375054.61897,375054.61897
126,375054.61897,323803.63539,375054.61897,366651.01679
128,375054.61897,328120.69886,322533.55842,312703.26013999997
130,375054.61897,327491.89742,337747.34309,316548.85666
132,375054.61897,324935.11136,375054.61897,375054.61897
134,375054.61897,325279.82546,375054.61897,375054.61897
136,375054.61897,328185.08126,337234.07229,341798.65032
138,375054.61897,328453.34126,341859.72418,351920.81548
140,375054.61897,324341.85437,375054.61897,375054.61897
142,375054.61897,325566.68482,375054.61897,375054.61897
144,375054.61897,329229.14918,327250.64226,367472.33949
146,375054.61897,329267.06326,332857.72336,359969.37555
148,375054.61897,325724.73467,375054.61897,375054.61897
150,375054.61897,325748.60981,375054.61897,375054.61897
152,375054.61897,329255.43866,335460.0242,375054.61897
154,375054.61897,329042.52964,359102.40394,375054.61897
156,375054.61897,326821.20271,375054.61897,375054.61897
158,375054.61897,327495.47422,375054.61897,375054.61897
160,375054.61897,329354.96312,346868.13838,375054.61897
162,375054.61897,329482.2972,348590.457,375054.61897
164,375054.61897,326647.05726,375054.61897,375054.61897
166,375054.61897,326904.67628,375054.61897,375054.61897
168,375054.61897,329537.11166,340899.84519,375054.61897
