time,F7,AF7,AF8,F8,MARKER
24352,0.00032268476576042144,-245.61920016863166,-222.74630311307845,-174.1866852990468,
24354,0.00043023299906993167,-292.402459905775,-227.89541434360768,-195.90888958296614,
24356,0.00034858437082862874,-306.2289662261787,-204.29017214172364,-202.26919780220058,
24358,0.00010977229979753896,-288.19371818326664,-154.5142507165797,-189.11046049581904,
24360,-0.0001946078356764834,-251.49020962409736,-94.34335218594919,-162.20232980882076,
24362,-0.00044854418787894384,-210.60145850879263,-42.75807233768046,-130.79772478429794,
24364,-0.0005558447550109836,-168.2974452807607,-7.302474859092801,-90.36380653369142,
24366,-0.0004765903624158447,-116.31651056067403,18.494009852590352,-28.848794648517927,
24368,-0.0002419852737576158,-48.45569282243289,44.5049532537535,49.72109347626362,
24370,5.7917978132271516e-05,30.296887465755717,74.32352370048379,124.00162046181937,
24372,0.0003087935383635126,106.14205623497064,103.97802409493151,177.48743610476544,
24374,0.00041563790386377414,163.72912282852906,124.88563368064602,207.28584859437996,
24376,0.00033875591250433516,193.04312644404007,128.82229259656094,214.0452133422338,
24378,0.00010850162396394943,195.36587162111226,115.3620949314393,201.12638805628956,
24380,-0.0001866980733977239,182.86352802238395,94.66768714678832,182.31665396456427,
24382,-0.00043431542590868403,167.0272394825206,78.18952353522377,171.37400825690426,
24384,-0.000540634014363743,145.99292299847963,65.79782273481999,162.25707202870925,
24386,-0.0004662308850850381,106.41199622111615,45.55275743385906,135.56624069611985,
24388,-0.00024059057604965193,38.17453615056358,6.356304707646451,85.02031840754152,
24390,4.9563836685357485e-05,-54.76865766554291,-51.42866797248716,23.036597612984295,
24392,0.0002936090698143369,-155.58153958776558,-115.28254275344327,-37.548601255021275,
24394,0.00039920973547384484,-241.84153543639775,-165.59701082106653,-90.48463475583291,
24396,0.00032726153303793315,-294.2372494374957,-183.8957377598348,-127.0723995663903,
24398,0.00010636197642696646,-305.74987334980284,-163.7913709162475,-138.75654296796424,
24400,-0.00017854313700732983,-284.49011377040597,-116.23818617093715,-129.32403579600356,
24402,-0.0004188355543549093,-243.87397900264824,-60.44725565085841,-108.30779288254641,
24404,-0.0005236501452078388,-189.56818026554458,-8.760819505153403,-73.01375832206396,
24406,-0.00045424584840297183,-119.31340762496833,37.41459101486413,-13.976341176182512,
24408,-0.0002383173376309457,-34.5994655987715,79.0092214085502,62.06247436210551,
24410,4.1035773075825594e-05,52.001565361195844,111.76386878413142,131.31460020135637,
24412,0.00027729514402414373,121.11349982139542,126.87762163978043,175.43344356701343,
24414,0.0003811505142400198,155.35612762107877,115.26149594968008,190.67258781993633,
24416,0.0003142668638380845,146.97045499667024,72.84374462833411,178.20962848084525,
24418,0.00010342193836360204,103.43344474219587,7.205077196756967,143.48321101011322,
24420,-0.00017019515162606621,45.57252160517368,-61.53118936453262,103.5967464212237,
24422,-0.00040225516424007647,-6.235993148562812,-112.55410027947985,76.10201053427313,
24424,-0.0005050826690456264,-46.97284489185533,-139.57360087825145,58.32572786274212,
24426,-0.0004407896408528189,-86.54219723071847,-152.36213325185412,33.06304445519439,
24428,-0.00023522444513830902,-135.46794883097573,-164.19016595839372,-5.4344281184984125,
24430,3.2394157144082254e-05,-193.69895470482612,-180.39498600219616,-46.05525380245547,
24432,0.0002600096166061269,-250.78963887149376,-196.25994065316593,-78.82955017057635,
24434,0.00036165672613055593,-291.62159467297874,-200.17635335344158,-101.1483852106807,
24436,0.0002999336000373147,-303.2471163213938,-179.8417679143376,-107.7177230426648,
24438,9.974840368015919e-05,-282.58179851798894,-131.76452262559013,-92.40476058771272,
24440,-0.00016170585580475844,-238.65224520112713,-66.1971906864122,-60.27887251922494,
24442,-0.0003847233608306512,-183.17638681328998,1.0627594719406233,-21.401223291490272,
24444,-0.0004851199646278688,-118.6513142009666,62.08258905660536,26.522181247126152,
24446,-0.00042601723331207495,-39.6356734157483,118.93895303566332,92.20261925592312,
24448,-0.00023137388190546074,54.30443786949489,173.69935538380872,167.76900877623774,
24450,2.3693886913012167e-05,150.62777496952373,220.52239884257995,228.45241519269175,
24452,0.0002419035627872336,228.26614460083067,247.06779709892692,255.86920126811262,
24454,0.0003409184072568467,267.2172594758246,240.2318198421881,247.75108472026525,
24456,0.00028441893798580745,257.21770000819475,192.9993608596397,208.23530532622496,
24458,9.540670777885576e-05,204.3136159727065,112.14672686455732,146.5675225242859,
24460,-0.00015312564994550225,129.60051963727955,19.469980978388378,83.63068855133767,
24462,-0.00036638611900440535,55.583057244758734,-60.43198433799513,40.03514192502085,
24464,-0.0004639472815742197,-9.079235901038317,-116.2436327163565,15.085503144104749,
24466,-0.0004100823056283597,-69.96984350758792,-152.66269748360835,-7.752767924568672,
24468,-0.00022682937381225156,-133.79870465746876,-179.13848609390914,-35.21344213664259,
24470,1.4984995214936168e-05,-198.43656991247076,-199.5683019936301,-59.2030928098092,
24472,0.00022312114846198967,-253.89011890436421,-210.71810909071485,-74.76166149835886,
24474,0.0003191185071819166,-288.0074785385261,-205.04293683230304,-85.4628386834617,
24476,0.0002678747764358303,-292.5003643252444,-175.75693068568415,-91.88758701821675,
24478,9.045999672784369e-05,-269.3467442417224,-124.84728075347438,-91.84653260151336,
24480,-0.0001445038623010906,-231.65530144839062,-66.5777928127174,-91.18954737954577,
24482,-0.0003473861793464326,-193.0489006046568,-18.188450903134765,-97.06098419385295,
24484,-0.0004417464329974611,-155.00911516864684,14.076064837093284,-100.80083242248529,
24486,-0.00039313698612967833,-108.11821644533455,36.95545596295278,-84.87686369655768,
24488,-0.00022165639238678027,-45.75568920690471,59.25189071258555,-47.53749163321688,
24490,6.312299944106082e-06,26.500439856506162,82.40999004901174,-5.29497678498304,
24492,0.0002037990279121651,93.4558793003619,100.0270092169825,28.047871810225935,
24494,0.000296432276381751,138.07127569098122,101.76612809414944,49.43396250167557,
24496,0.000250447395274153,149.08785009553566,79.19998193410798,56.63738935061962,
24498,8.496944435092111e-05,127.89978297639344,33.911482147006744,48.58544529860661,
24500,-0.00013588789699719013,88.82221010601124,-19.609284832436394,34.77584763514665,
24502,-0.0003278616589425837,47.43939664319055,-64.0718925018432,26.449499388763936,
24504,-0.00041869413566335577,7.01301159586621,-93.78134602432291,17.888781366103213,
24506,-0.0003753302705212737,-40.950886947250716,-116.49586936818815,-7.050732462025144,
24508,-0.0002159209675912469,-103.35228829875575,-142.0889220810551,-49.65685461514646,
24510,-2.2839781519678077e-06,-175.92602421972214,-172.74101270438416,-93.0013804740891,
24512,0.0001840664109098221,-245.04600198536423,-202.1213637110069,-122.4984879669765,
24514,0.00027302697973807214,-294.4541823175503,-218.96510630023016,-134.19809113219878,
24516,0.0002322771113227883,-312.2935998004606,-212.7797776630597,-125.6261708928915,
24518,7.899413315597248e-05,-298.313496207578,-182.36099222793877,-97.00599969458828,
24520,-0.00012732295891858622,-265.08999695293835,-139.61787444097533,-61.193361373700874,
24522,-0.00030794537827745196,-227.17793010007023,-100.3851274539223,-34.4290095975474,
24524,-0.00039496108616729876,-187.79079329118218,-70.46325846281923,-16.144165949621584,
24526,-0.00035680707581024345,-139.30879956051425,-43.666065408030974,6.500979428836585,
24528,-0.00020968893418424003,-76.4387480461362,-12.718018837172398,34.827077605689695,
24530,-1.0767772326130167e-05,-5.337014001308049,21.615318094320195,55.47998359847786,
24532,0.00016404521484681247,59.00010389304417,50.590122883144545,59.84220558001591,
24534,0.00024906190049946457,100.3070995726031,61.96649819387993,50.45636173006345,
24536,0.0002134983387468331,108.3640297356999,46.22482296239673,30.041809952786295,
24538,7.259135309122582e-05,85.59785085431928,4.794625605504109,1.4069522055697181,
24540,-0.00011885143244435194,47.133887402107575,-47.17253245233302,-23.185446202837756,
24542,-0.00028776396760563886,8.906739785738509,-91.27443175719984,-30.951491467684928,
24544,-0.00037071096309353516,-26.146720416139885,-120.70887378774653,-27.670326701788856,
24546,-0.0003377073616552555,-67.55827396167184,-142.44537983976085,-31.724488978296645,
24548,-0.00020302536626542659,-123.77961873673108,-165.9686624778543,-49.19336666373888,
24550,-1.910700869237041e-05,-192.25250722604164,-193.40054571172874,-70.11945107610022,
24552,0.00014384986784708533,-260.76302473549407,-218.54415314685843,-87.55752687661953,
24554,0.00022468795297866625,-313.67606403033676,-230.29468325422204,-103.44005553119796,
24556,0.00019423924112269307,-338.58237147731404,-218.2400609527774,-116.97974944824304,
24558,6.581650573712675e-05,-333.4439365618182,-181.22841763520307,-124.60492323756445,
24560,-0.00011051260026881057,-308.1601141506266,-131.3442023023557,-130.51067869375177,
24562,-0.00026743721140132844,-274.37198165181894,-84.79072316134486,-139.85853551529965,
24564,-0.00034609952369844154,-232.9705874152868,-47.858000407874854,-142.00442779925476,
24566,-0.0003181651849514214,-175.45225548097164,-14.879820736548002,-118.15506420684395,
24568,-0.00019599380310074787,-97.62999082398898,20.869765227456014,-66.80302741743255,
24570,-2.727315071178212e-05,-8.633163315880758,58.02095993416093,-6.535180581403941,
24572,0.0001235874131787103,72.594591457752,87.25112803147145,45.36604389177139,
24574,0.000200047523606781,126.1822044160548,95.99131060902452,82.03810230350649,
24576,0.00017462147590329024,139.84210874764938,74.94410426829927,98.48086982753509,
24578,5.8722927304648986e-05,116.12076753736876,26.563854855121768,92.9958311723608,
24580,-0.00010234262806843782,72.36340340962487,-32.13537170767159,76.96223483277885,
24582,-0.0002470778265794549,28.06770408729804,-80.35666761785589,65.3488398720339,
24584,-0.00032127425376096626,-10.047790905637477,-108.97988292238513,56.52785547824941,
24586,-0.0002983083452208012,-48.604783595584,-123.45344578314999,37.058957899709235,
24588,-0.0001886559982280758,-94.77628995243487,-133.14620455544733,5.622970843529552,
24590,-3.524109602218971e-05,-146.6554234336386,-141.76711905108107,-23.984749552663523,
24592,0.00010335750119493223,-194.39359860150813,-146.2017612905872,-42.44567221172336,
24594,0.0001752744510946205,-225.7130338077323,-139.10772027630523,-51.07250613362001,
24596,0.000154760286210194,-231.50443561902682,-113.27070018752012,-50.15254452733364,
24598,5.136219605306441e-05,-211.9699713400894,-68.99203472125845,-38.46616103368184,
24600,-9.437399159221608e-05,-177.6315054280656,-17.515403963457157,-23.179611486498278,
24602,-0.0002267906465914884,-139.20627506020702,27.716562206245612,-12.343867812818239,
24604,-0.00029637340064113296,-95.69186249743527,63.96153728721946,2.409081508024155,
24606,-0.0002782574039890179,-36.48716580311191,99.85012397855046,38.4349747645172,
24608,-0.00018107106847701842,44.23163712564856,143.4514876045189,96.55939245101656,
24610,-4.2988560088254356e-05,138.0812195944003,192.73787335639855,157.9905605044586,
24612,8.325273931104733e-05,225.78948273342587,235.99790874859053,205.38205229806186,
24614,0.00015049416241155492,286.1206226538549,257.2280056800084,231.6676451669166,
24616,0.0001347645384254202,304.6096351471208,243.4507664460648,231.38330354882615,
24618,4.378420374130615e-05,281.1795052999921,193.89343166813825,202.2514864290942,
24620,-8.663527511027072e-05,230.5848836866117,123.31896697890066,155.39579992618656,
24622,-0.00020667226518575766,170.30685114755988,51.60352738649185,106.43535888898093,
24624,-0.00027152551415198466,106.1099300720228,-11.561353629789458,55.72736987458507,
24626,-0.0002581252250590778,31.787131507976625,-69.64135604932922,-6.8374747878214555,
24628,-0.00017329514302152834,-57.970663715149854,-128.90703504084087,-78.34811087795296,
24630,-5.0495909300445104e-05,-158.04100003917168,-189.2248990939529,-140.6077352131462,
24632,6.335865653279876e-05,-254.26409259684397,-243.21409003222783,-180.54735173775728,
24634,0.00012582347234577787,-329.46862074627353,-279.1637758027742,-197.2357447086234,
24636,0.00011473643001014931,-369.94459228427127,-285.9072974155066,-191.0120560936535,
24638,3.603685387477543e-05,-372.66403120102507,-260.95204111422964,-163.3716904889242,
24640,-7.915141490211854e-05,-347.07938648185853,-214.54395615277133,-126.37388298484974,
24642,-0.00018681118260184296,-305.06826921379707,-161.07381867138002,-93.77515609524059,
24644,-0.0002468494898663488,-248.4258491836593,-105.8392377934432,-62.02288821028885,
24646,-0.0002380169382844947,-170.15918397939427,-43.83603722440891,-16.3724647058901,
24648,-0.00016538128764436442,-68.09845471504809,28.913284286482508,44.09474976266308,
24650,-5.774608521977026e-05,46.34984979375746,106.59053705736143,103.05588447385637,
24652,4.375375692757417e-05,152.06356577161358,174.85011862948932,147.07628198305616,
24654,0.00010137061994051755,227.36594382455917,216.80671532623256,173.22731330850104,
24656,9.477154181031762e-05,258.61815092847337,220.39942653080766,179.25943619791266,
24658,2.816617840736202e-05,247.43125014706686,187.05995083817504,164.384694101464,
24660,-7.194347483751867e-05,210.5675189452415,134.1598230464624,139.1664714494441,
24662,-0.0001672874554125048,167.2335030434067,83.59605953270058,116.80945987158115,
24664,-0.00022245411012017963,124.13696478487041,45.75640943915772,94.13937268777013,
24666,-0.00021802941938926353,75.05339642771334,16.405567949293747,57.55610328907265,
24668,-0.00015737898761140697,13.87651551582887,-12.472808401434332,7.679396692198496,
24670,-6.472415356276358e-05,-55.54862250127757,-42.729684825355264,-37.819321984946605,
24672,2.4509858474087233e-05,-120.70661362351068,-68.76474890592259,-65.01534993328077,
24674,7.723547522874464e-05,-166.5974766096425,-80.57898979542782,-71.89190655793921,
24676,7.495891895212888e-05,-182.452613442318,-69.17714036594805,-58.751833771074764,
24678,2.0216318898195852e-05,-168.98348641361756,-35.132865182128086,-28.80555951546312,
24680,-6.502872837288889e-05,-139.78494799730083,7.449568969016163,2.702224032562178,
24682,-0.00014817280580999,-110.41780492169657,40.35903080641383,18.57786893127106,
24684,-0.00019843815725293582,-84.6968939405123,55.95401072157151,20.38766048386367,
24686,-0.0001982514043316814,-54.78419544681252,59.95921289691911,23.80920059933317,
24688,-0.0001493342803341386,-14.165626090530814,61.12175451247272,34.10934110059351,
24690,-7.141748332084004e-05,33.13907125711867,62.109198890756616,41.864066994448486,
24692,5.691841702886721e-06,74.83062472694319,58.97462618027471,41.16675836083502,
24694,5.350920544127416e-05,97.34060625179855,44.54375051567436,35.19698672478466,
24696,5.538066924366431e-05,92.67643419101596,13.528610753605285,25.167499714778504,
24698,1.2229098128371186e-05,64.91516230455949,-29.875020482879634,11.006361482049167,
24700,-5.8421053572371286e-05,30.318769766537386,-69.44466549625238,1.838192869033488,
24702,-0.00012953091716618018,5.24386250956519,-87.64696127603688,7.906589955885322,
24704,-0.00017489055248119762,-8.145819104633262,-80.78976727727257,21.88236846912083,
24706,-0.0001787634376321408,-21.658757780548754,-61.12883502194414,24.889971407874935,
24708,-0.0001412895151112063,-47.37229966072286,-44.91758917612424,11.238661845146503,
24710,-7.781536108132905e-05,-87.20600895474414,-41.395210525660474,-8.290893795732213,
24712,-1.2641896550110996e-05,-133.60152662622647,-50.547287553888054,-26.111719472923202,
24714,3.0274704791002457e-05,-174.93398003799655,-65.25888336073518,-44.19836899877671,
24716,3.611228799572476e-05,-201.32004830162475,-75.92352522714671,-62.60926420306405,
24718,4.244192627843034e-06,-211.17981298637875,-78.609645802845,-79.03095301219064,
24720,-5.213091534356594e-05,-212.6054431727561,-79.3776328766771,-98.50798499691153,
24722,-0.00011141753313841955,-213.31230237975774,-86.1770657528483,-125.76003416261888,
24724,-0.00015189051242201762,-208.6550868279773,-96.37320170064744,-147.9779436188238,
24726,-0.00015963802987489114,-183.8830531640059,-96.52129577853056,-142.76637089541265,
24728,-0.0001332834773779655,-128.95685216202185,-74.76347955133855,-104.46396611595684,
24730,-8.390907808089434e-05,-48.59447268645182,-30.68805093988224,-48.179797784821176,
24732,-3.0439516654744226e-05,40.29944864763128,24.810301636195092,10.303478962224968,
24734,7.606494570694072e-06,116.76588354443867,74.56202404270077,62.743852804880824,
24736,1.7222493136310045e-05,164.16615034454895,102.31282832340953,100.00277957632582,
24738,-3.7011143814045323e-06,178.39565647320842,102.51420984044869,114.83941936470389,
24740,-4.616567537329904e-05,169.69427529010147,84.90352182692823,113.70088925633314,
24742,-9.388077313463772e-05,151.8323888022839,65.21341871649032,108.89701701597744,
24744,-0.00012950779018429222,128.2352162767583,50.30555355320334,98.97431581627018,
24746,-0.00014093975144969937,91.56054427242505,34.973093739697035,72.8191023565446,
24748,-0.00012535130295884256,35.95077969866999,11.744154486525275,32.09851271288339,
24750,-8.969169658213107e-05,-34.22986757735747,-20.51625185415164,-7.2771744484736045,
24752,-4.7655448098008586e-05,-106.4296001449884,-56.18431306952607,-35.59270642076844,
24754,-1.4429060383862936e-05,-166.045728430537,-85.78168752792996,-55.401381686337174,
24756,-1.2267443265814133e-06,-202.35964643920028,-100.33541123768023,-69.12853472350359,
24758,-1.1572150918806983e-05,-214.8042746764579,-98.68342737420818,-77.59046822834739,
24760,-4.0530048493117365e-05,-213.75645049521677,-90.69684947455185,-88.91207513520798,
24762,-7.696174988187453e-05,-209.73318749251212,-88.09768441802923,-110.34417214720162,
24764,-0.0001078033365930272,-200.64191777762733,-91.12236419985297,-130.83249894395118,
24766,-0.00012272581769710142,-173.46454832277797,-87.8156888255725,-128.8843751092614,
24768,-0.0001175249004784107,-118.80795672709283,-66.36677504196251,-98.83257410739658,
24770,-9.515827742330948e-05,-40.97720897959331,-25.239155941989843,-54.803268245108406,
24772,-6.425044756066904e-05,44.31308650325296,26.463689952568593,-10.645423840415607,
24774,-3.577370832497962e-05,117.5785614741204,73.37085291030175,28.00814588875443,
24776,-1.9180138156793923e-05,163.3487658622882,100.35855949478709,54.70637581717644,
24778,-1.9336840062288543e-05,177.8540834195672,101.83190059534563,64.14707757191405,
24780,-3.522615354543344e-05,170.50864058659533,86.105690288713,63.2092205945192,
24782,-6.0694656133067595e-05,153.09288957941345,66.33121247340569,62.88334871532289,
24784,-8.682935204746062e-05,126.35737372782894,46.37462762235181,59.24103131223681,
24786,-0.00010504602672858359,80.61759784869902,18.87349094121128,38.85672987763294,
24788,-0.00010983272608618377,9.287604871582502,-23.553649626528923,2.6825489072420456,
24790,-0.00010030550343159557,-81.41667156570045,-78.80022144885817,-31.722626327526914,
24792,-8.01911520765457e-05,-174.4428276889488,-135.06504178949962,-51.06751460796058,
24794,-5.637692373469566e-05,-249.14535310846946,-175.3450600631229,-54.05648924573663,
24796,-3.6588895762004444e-05,-289.30130216573536,-184.44790305565988,-41.26641090246256,
24798,-2.6965793921595475e-05,-291.6727797405801,-159.06696511137523,-15.472204450446561,
24800,-3.0253896526715852e-05,-268.18097858895555,-112.53990837053604,9.20671506053456,
24802,-4.510734863977139e-05,-234.713006062455,-64.95004538451212,17.290129015508548,
24804,-6.662992151521188e-05,-196.3066227676931,-26.93280417222321,12.5438613960016,
24806,-8.794329094789559e-05,-146.15004726453833,4.710937976308877,13.155214733247142,
24808,-0.00010230011049303157,-78.12160711397918,37.469868665429416,26.90471294426513,
24810,-0.00010513179018768931,3.714809479274102,73.7907616112405,46.451529883519086,
24812,-9.545005049249331e-05,86.565045701236,109.50236194138988,66.98354818336807,
24814,-7.619586943686344e-05,154.89795980228706,135.8272613350511,91.16796716718704,
24816,-5.341079841873936e-05,196.57460375327344,143.53239082606603,117.62402511348918,
24818,-3.443258478383653e-05,209.51021556625352,130.69946250707738,141.54914415989595,
24820,-2.5611421114731657e-05,202.9811272227032,106.71881896709745,165.7714920901645,
24822,-3.0221882545323098e-05,187.29878514998484,83.7142695838548,193.9270903341803,
24824,-4.7241481191570406e-05,161.2123492023644,63.34139048439825,213.51180596751334,
24826,-7.145387616925611e-05,113.26721870501085,35.74663080668924,203.63700512357144,
24828,-9.494915824494551e-05,35.83142879971777,-8.618633332235767,160.82506414381112,
24830,-0.00010963682645656233,-65.0478628649243,-69.22622857962828,102.20812964428016,
24832,-0.0001100047572689508,-171.68951476872186,-135.15892725251638,44.48236587820849,
24834,-9.519458767624106e-05,-262.1765233097457,-189.45229031078532,-4.89892615140161,
24836,-6.96095318300164e-05,-318.5513883052973,-215.91224340930967,-39.104355945019684,
24838,-4.171340458845203e-05,-335.63699191806677,-209.156767193387,-53.74302962021592,
24840,-2.129519069127148e-05,-323.57623064615154,-179.70556863992817,-57.2969110911902,
24842,-1.605498527098661e-05,-297.0752933597716,-144.8282938485468,-62.180648922298595,
24844,-2.8693548826110295e-05,-261.03524580847665,-113.37561445211404,-64.82823980648628,
24846,-5.5608206789871603e-05,-209.8661458430622,-82.31286682566639,-50.56752245033331,
24848,-8.779947018247927e-05,-139.93219345276594,-46.50968570774331,-17.593203810687427,
24850,-0.00011382213255169442,-58.345989340078695,-7.263760763185946,19.958354177299896,
24852,-0.00012383841736242717,19.619845081222593,27.743954278656304,51.530389841112346,
24854,-0.00011334433056381747,77.59735294484265,48.121585368920904,76.53626064587122,
24856,-8.51550383392886e-05,104.79712999266805,45.826210103528524,93.40848035329265,
24858,-4.8787496783009646e-05,102.45483914316934,22.67324069515258,99.84428887206495,
24860,-1.7300484244817368e-05,84.15431550435467,-7.067370661170646,102.73849515841206,
24862,-2.6185258029853473e-06,64.02753207427888,-27.267091417098936,109.97388572355851,
24864,-1.1009030744328818e-05,42.80190972763762,-34.869151395063106,112.3768329865024,
24866,-4.0430879905784984e-05,8.550338806432109,-41.51370194094817,91.01218901656866,
24868,-8.086779324215368e-05,-48.97082907422065,-60.96750470625642,43.10364984283438,
24870,-0.0001176903736870163,-127.55860542085978,-97.78620854906582,-14.381499894290204,
24872,-0.0001369388181926078,-213.53451864184132,-145.38964152521277,-65.46021275614889,
24874,-0.00013062268202228977,-288.17457571740476,-189.28745827414565,-103.84831526567888,
24876,-0.00010002287647964162,-335.22721582169,-213.5045568112431,-124.39383470620332,
24878,-5.563692740707307e-05,-349.4839333312619,-210.9093523896313,-124.80978149161997,
24880,-1.362164136971037e-05,-339.4874225181572,-189.0003561039626,-115.61506871957326,
24882,1.0079839872417933e-05,-317.2324557852515,-161.5417173301654,-110.38804187388698,
24884,5.794918774308633e-06,-284.4468948167483,-134.11457717008687,-105.2360565757966,
24886,-2.594150462726684e-05,-232.6956133784101,-101.30951979715084,-83.77540442763986,
24888,-7.416864086911168e-05,-156.62207987306385,-57.101687352840955,-42.038061279983005,
24890,-0.00012124566383582295,-63.327870317721164,-3.7797846061400797,7.0988048462747315,
24892,-0.0001492984054959676,30.004006094764392,47.99975789313396,52.310113626674315,
24894,-0.00014701341640350275,103.40405956800556,83.20587618662623,89.91086677160702,
24896,-0.00011419409125104834,141.51126401365616,88.35636227791043,113.73617427543903,
24898,-6.22465959002281e-05,141.21903521145322,60.45807917218855,117.19186689818433,
24900,-1.0252244301820652e-05,113.44159124103508,11.325631410312873,105.26654854193997,
24902,2.2036396979648742e-05,72.52451524747504,-41.59375276274332,87.69328360035794,
24904,2.17066964060521e-05,22.759679764710313,-89.69224116319941,60.817565931308955,
24906,-1.2154657861206468e-05,-41.44027181939786,-135.7405792222442,13.25229776743041,
24908,-6.771388669740595e-05,-122.76710350782304,-183.52948012445432,-50.73922897281911,
24910,-0.00012449279168168183,-212.34065524421334,-229.37792656004353,-109.97508251844906,
24912,-0.00016091326088220375,-292.5440956082747,-262.6222947722905,-148.17502335036136,
24914,-0.00016250543952662605,-344.4518331073925,-269.92322194816586,-162.241178680414,
24916,-0.0001276543568659225,-355.30852435974475,-241.2496699325677,-152.26234701966754,
24918,-6.860376861959537e-05,-326.27289972856363,-178.70773137754247,-121.70458669401874,
24920,-7.185123486271955e-06,-273.8064095446693,-100.34253913333873,-86.26279598962172,
24922,3.3250942180665174e-05,-217.72624988066968,-29.641940321949388,-63.48246188915426,
24924,3.6719549428011685e-05,-165.72805361079236,20.9353329555084,-51.78508776581304,
24926,9.193455990818595e-07,-112.0694477352177,54.25293106963474,-35.060750365005745,
24928,-6.151342748118319e-05,-50.26466125324957,78.54007619062085,-7.402069371660729,
24930,-0.00012743768114363915,16.94150262124667,97.5521357682588,22.154607982189113,
24932,-0.00017178337084536655,78.45286712871258,108.58506984531171,47.15234260119405,
24934,-0.00017709296672688263,120.37423079801526,104.30902333878204,68.618716216603,
24936,-0.00014039420288645645,132.12820543383475,77.14034592439761,83.87694165421837,
24938,-7.469846399466744e-05,113.64728825036157,27.64656531896756,87.95047836574203,
24940,-4.4129278636858795e-06,77.37127864888849,-30.829188436873125,85.43980427584096,
24942,4.372611090279406e-05,38.142447427563354,-80.70997175122938,84.03014483180291,
24944,5.083097086399368e-05,0.07666327657699412,-114.16063612698517,77.11669878720886,
24946,1.3274110834649396e-05,-43.206120886324975,-135.48696998234198,50.430413707559445,
24948,-5.5575124354282204e-05,-96.04702479606709,-150.98482485447693,6.219660118585234,
24950,-0.00013008691458301838,-152.4437515779399,-160.79190799465448,-35.23748495879239,
24952,-0.0001819118557060797,-199.049672131767,-159.4561118141242,-57.827581224329606,
24954,-0.00019077468616894062,-222.18410439790352,-139.6504702712308,-58.5393670796333,
24956,-0.0001524083661602965,-214.20280095082353,-96.807379077349,-37.94575747932148,
24958,-8.05231807404723e-05,-179.77554167700407,-36.25641440621418,-0.44232695737306305,
24960,-1.9282823267295803e-06,-136.07705546544997,24.26314307154223,37.22164343055737,
24962,5.346688888567231e-05,-100.44758869881295,65.35776080688142,56.77333854497288,
24964,6.404209020762435e-05,-75.46651988116261,81.53666011581971,59.749415194436544,
24966,2.4906678158112872e-05,-48.86627223193156,83.78557629914397,63.06974651686916,
24968,-4.9904966598432454e-05,-7.7133723731107295,87.68107912635605,74.31026563199633,
24970,-0.0001324474920672756,50.22501782162138,101.90500684685504,86.86369081606671,
24972,-0.00019130437521923445,116.27668759499328,125.15316706161876,97.19649875452023,
24974,-0.00020355297077486527,175.78861293103392,147.51811069804256,109.15652972828757,
24976,-0.00016369501704782555,214.21034782811358,155.17162395614235,121.81768559212576,
24978,-8.607232107246518e-05,224.9423833128658,139.91756155566765,129.83447632378875,
24980,2.7649473804672233e-07,212.61993795152677,105.67763711484103,134.7172253200697,
24982,6.2480615971676e-05,184.64940318163497,62.09977640367099,138.6592749807345,
24984,7.63575129281619e-05,139.67089759652998,12.425230536862962,128.51221428905836,
24986,3.581735916273623e-05,68.98574370303712,-47.85471811059788,84.44295070704773,
24988,-4.450710287315692e-05,-30.260849263438008,-120.72498360725531,6.1789996935181515,
24990,-0.00013452668025198516,-146.69847521857068,-198.1569864799477,-84.07092215355134,
24992,-0.00019996885941617594,-258.28268764119775,-263.9114924063392,-163.5958818381816,
24994,-0.00021543364959957607,-340.6299134933747,-299.0002427878851,-219.34239994892081,
24996,-0.00017425576312272477,-375.5086354809246,-288.55728905119213,-240.83021671362863,
24998,-9.13425718259587e-05,-359.63669915365244,-231.3888721888539,-223.29560950419454,
25000,2.2086014741357188e-06,-306.97245663700346,-144.33555807334787,-178.6627964710771,
25002,7.077589492161923e-05,-237.2918206387779,-52.05551587638094,-126.05041936217837,
25004,8.778414737814266e-05,-160.79089815594972,29.506267272480656,-70.49142153577097,
25006,4.600874329550179e-05,-76.44038111742192,97.81531514525433,-6.161492659271334,
25008,-3.938443562411277e-05,16.135557652900204,154.66202026434945,61.267597784038266,
25010,-0.00013633209867353903,108.09288816186283,197.78513676079655,113.03477406362984,
25012,-0.00020791511570410518,184.01915269964041,220.69263390491795,137.90950629560368,
25014,-0.00022642528265852318,228.94144467388702,215.90837649534,138.90068648385255,
25016,-0.00018409479809738445,234.79364195330209,179.51979438494357,121.57324561667424,
25018,-9.633211833825876e-05,206.46549634942392,118.12968201713589,92.55179725409447,
25020,3.875361888872845e-06,161.4774075429974,50.79639521276198,67.08745047647444,
25022,7.836302000196926e-05,117.35103435412982,-2.2917765542175736,58.586306820738095,
25024,9.833154043903573e-05,77.00507153093567,-35.27482120251618,59.270339747338554,
25026,5.548606614713423e-05,29.428947062487836,-58.27747625166141,47.63905324647524,
25028,-3.453812633472396e-05,-35.49984127728895,-84.46264063040834,15.809390754549405,
25030,-0.00013787109285411542,-115.65159625489522,-118.31377613605838,-24.9064627703338,
25032,-0.00021515417056044295,-197.29953320932674,-153.59812926580463,-62.865862189516356,
